TIME,bat,ANTENNA
2020-06-02 17:02:18,E20000167210010717506148,103
2020-06-02 17:02:18,E20000167210010717506148,103
2020-06-02 17:02:18,E20000167210010717506148,103
2020-06-02 17:02:18,E20000167210010717506148,103
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:02:19,E20000167210010717506148,104
2020-06-02 17:26:34,E20000167210004019704B29,101
2020-06-02 17:26:34,E20000167210004019704B29,101
2020-06-02 17:26:34,E20000167210004019704B29,101
2020-06-02 17:26:35,E20000167210004019704B29,102
2020-06-02 17:33:45,E2000016720801690940BA3E,104
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,103
2020-06-02 17:33:46,E2000016720801690940BA3E,104
2020-06-02 17:33:46,E2000016720801690940BA3E,104
2020-06-02 17:33:46,E2000016720801690940BA3E,104
2020-06-02 17:33:46,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:47,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,104
2020-06-02 17:33:49,E2000016720801690940BA3E,103
2020-06-02 17:33:49,E2000016720801690940BA3E,103
2020-06-02 17:33:49,E2000016720801690940BA3E,103
2020-06-02 17:33:49,E2000016720801690940BA3E,103
2020-06-02 17:33:49,E2000016720801690940BA3E,103
2020-06-02 17:33:49,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,103
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:50,E2000016720801690940BA3E,104
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,103
2020-06-02 17:33:52,E2000016720801690940BA3E,104
2020-06-02 17:33:52,E2000016720801690940BA3E,104
2020-06-02 17:33:52,E2000016720801690940BA3E,104
2020-06-02 17:33:52,E2000016720801690940BA3E,104
2020-06-02 17:33:52,E2000016720801690940BA3E,104
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:54,E2000016720801690940BA3E,103
2020-06-02 17:33:55,E2000016720801690940BA3E,104
2020-06-02 17:33:55,E2000016720801690940BA3E,104
2020-06-02 17:33:55,E2000016720801690940BA3E,104
2020-06-02 17:33:55,E2000016720801690940BA3E,104
2020-06-02 17:33:55,E2000016720801690940BA3E,104
2020-06-02 17:33:55,E2000016720801690940BA3E,104
2020-06-02 17:33:55,E2000016720801690940BA3E,104
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,103
2020-06-02 20:20:29,E20000167210003215007D20,104
2020-06-02 20:20:29,E20000167210003215007D20,104
2020-06-02 20:20:29,E20000167210003215007D20,104
2020-06-02 20:20:30,E20000167210003215007D20,104
2020-06-02 20:20:30,E20000167210003215007D20,104
2020-06-02 20:20:30,E20000167210003215007D20,104
2020-06-02 20:20:30,E20000167210003215007D20,104
2020-06-02 20:20:30,E20000167210003215007D20,104
2020-06-02 20:20:30,E20000167210003215007D20,104
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:20:30,E20000167210003215007D20,103
2020-06-02 20:48:27,Riddler,103
2020-06-02 22:16:07,307410CD2C02D58000000001,103
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,104
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:28,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,104
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:29,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-02 22:49:30,Riddler,103
2020-06-03 03:10:25,Yumi,103
2020-06-03 03:10:25,Yumi,103
2020-06-03 03:10:25,Yumi,104
2020-06-03 03:10:25,Yumi,104
2020-06-03 03:10:25,Yumi,104
2020-06-03 03:10:25,Yumi,104
2020-06-03 03:10:25,Yumi,104
2020-06-03 03:10:25,Yumi,104
2020-06-03 03:10:25,Yumi,104
2020-06-03 03:10:25,Yumi,104
